"nome_projeto";"cliente";"esfera_cliente";"numero_srm";"numero_ocs";"data_de_assinatura";"compartilhado";"link_projeto";"servico_contratado";"objeto";"valor_global_contrato_reais";"fim_vigencia";"consorcio";"cnpj_consorcio";"empresa";"cnpj_empresa";"lider_consorcio";"pp_consorcio"
"CORREIOS";"MINISTERIO DA FAZENDA";"Federal";"4400004623,0";"0085/2021";"2021-06-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004623.zip";"Serviço B";"Homologar o resultado final do processo de seleção da RFP nº 08/2021 BNDES (Due Diligence e Avaliação Econômico-Financeira “Serviço B” da ECT).";"10453245,06";"2023-12-20";"CONSORCIO CARTA BRASIL";"42.936.978/0001-00";"KPMG FINANCIAL RISK & ACTUARIAL SERVICES LTDA.";"02.668.801/0001-55";"Não";"0,0269"
"CORREIOS";"MINISTERIO DA FAZENDA";"Federal";"4400004623,0";"0085/2021";"2021-06-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004623.zip";"Serviço B";"Homologar o resultado final do processo de seleção da RFP nº 08/2021 BNDES (Due Diligence e Avaliação Econômico-Financeira “Serviço B” da ECT).";"10453245,06";"2023-12-20";"CONSORCIO CARTA BRASIL";"42.936.978/0001-00";"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.";"66.865.965/0001-55";"Não";"0,3617"
"CORREIOS";"MINISTERIO DA FAZENDA";"Federal";"4400004623,0";"0085/2021";"2021-06-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004623.zip";"Serviço B";"Homologar o resultado final do processo de seleção da RFP nº 08/2021 BNDES (Due Diligence e Avaliação Econômico-Financeira “Serviço B” da ECT).";"10453245,06";"2023-12-20";"CONSORCIO CARTA BRASIL";"42.936.978/0001-00";"KPMG ASSESSORES LTDA";"05.490.840/0001-01";"Sim";"0,35"
"CORREIOS";"MINISTERIO DA FAZENDA";"Federal";"4400004694,0";"0152/2021";"2021-08-04";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004694.zip";"Serviço A";"Contratação de parte dos serviços necessários para a realização dos estudos relativos à desestatização (Avaliação Econômico-Financeira: “Serviço A”) da Empresa Brasileira de Correios e Telégrafos  (“ECT”)";"444020,21";"2024-01-16";"BR PARTNERS ASSESSORIA FINANCEIRA LTDA.";"10.487.157/0001-47";"BR PARTNERS ASSESSORIA FINANCEIRA LTDA.";"10.487.157/0001-47";"Sim";"1,0"
"CORREIOS";"MINISTERIO DA FAZENDA";"Federal";"4400004930,0";"0037/2022";"2022-05-20";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004930.zip";"Serviço D";"Contratação do serviço de Assessoria Financeira (“Serviço D”) para a venda da Empresa de Correios e Telégrafos (“Empresa” ou “ECT”). Contratação do vencedor do processo de seleção da RFP nº 27/2021 – AED/BNDES";"489273,17";"2023-11-19";"BANCO GENIAL S.A.";"45.246.410/0001-55";"BANCO GENIAL S.A.";"45.246.410/0001-55";"Sim";"1,0"
"CRECHES ALAGOAS";"ESTADO DE ALAGOAS";"Estadual";"4400004455,0";"0001/2021";"2021-02-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004455.zip";"Serviço Único";"O presente Contrato tem por objeto a prestação de serviços técnicos necessários para a estruturação de projeto de parceria do Estado de Alagoas com a iniciativa privada, destinado à construção, gestão, operação, conservação e manutenção de até 67 (sessenta e sete) novas unidades educacionais, por meio do regime de concessão administrativa, instituído pela Lei Federal nº 11.079/2004 conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.";"2676699,81";"2023-01-09";"CONSORCIO EY/MANESCO/HOUER/ETHOS";"41.934.469/0001-85";"HOUER CONSULTORIA E CONCESSOES LTDA";"22.111.570/0001-91";"Não";"0,16820000000000002"
"CRECHES ALAGOAS";"ESTADO DE ALAGOAS";"Estadual";"4400004455,0";"0001/2021";"2021-02-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004455.zip";"Serviço Único";"O presente Contrato tem por objeto a prestação de serviços técnicos necessários para a estruturação de projeto de parceria do Estado de Alagoas com a iniciativa privada, destinado à construção, gestão, operação, conservação e manutenção de até 67 (sessenta e sete) novas unidades educacionais, por meio do regime de concessão administrativa, instituído pela Lei Federal nº 11.079/2004 conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.";"2676699,81";"2023-01-09";"CONSORCIO EY/MANESCO/HOUER/ETHOS";"41.934.469/0001-85";"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.";"66.865.965/0001-55";"Não";"0,16820000000000002"
"CRECHES ALAGOAS";"ESTADO DE ALAGOAS";"Estadual";"4400004455,0";"0001/2021";"2021-02-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004455.zip";"Serviço Único";"O presente Contrato tem por objeto a prestação de serviços técnicos necessários para a estruturação de projeto de parceria do Estado de Alagoas com a iniciativa privada, destinado à construção, gestão, operação, conservação e manutenção de até 67 (sessenta e sete) novas unidades educacionais, por meio do regime de concessão administrativa, instituído pela Lei Federal nº 11.079/2004 conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.";"2676699,81";"2023-01-09";"CONSORCIO EY/MANESCO/HOUER/ETHOS";"41.934.469/0001-85";"URBCO LTDA";"14.959.314/0001-20";"Não";"0,2915"
"CRECHES ALAGOAS";"ESTADO DE ALAGOAS";"Estadual";"4400004455,0";"0001/2021";"2021-02-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004455.zip";"Serviço Único";"O presente Contrato tem por objeto a prestação de serviços técnicos necessários para a estruturação de projeto de parceria do Estado de Alagoas com a iniciativa privada, destinado à construção, gestão, operação, conservação e manutenção de até 67 (sessenta e sete) novas unidades educacionais, por meio do regime de concessão administrativa, instituído pela Lei Federal nº 11.079/2004 conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.";"2676699,81";"2023-01-09";"CONSORCIO EY/MANESCO/HOUER/ETHOS";"41.934.469/0001-85";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,3721"
"CRECHES RECIFE";"MUNICIPIO DO RECIFE";"Municipal";"4400004940,0";"0038/2022";"2022-03-21";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004940.zip";"Serviço Único";"Serviços técnicos especializados necessários à estruturação de projeto de parceria do MUNICÍPIO de Recife com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 44 (quarenta e quatro) NOVAS UNIDADES EDUCACIONAIS, por meio do regime de concessão administrativa (“PPP Administrativa”)";"1597889,97";"2025-07-20";"CONSORCIO FUNDACAO GETULIO VARGAS-DAL POZZO-FACCIO";"45.946.489/0001-27";"DAL POZZO ADVOGADOS";"01.546.213/0001-86";"Não";"0,15"
"CRECHES RECIFE";"MUNICIPIO DO RECIFE";"Municipal";"4400004940,0";"0038/2022";"2022-03-21";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004940.zip";"Serviço Único";"Serviços técnicos especializados necessários à estruturação de projeto de parceria do MUNICÍPIO de Recife com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 44 (quarenta e quatro) NOVAS UNIDADES EDUCACIONAIS, por meio do regime de concessão administrativa (“PPP Administrativa”)";"1597889,97";"2025-07-20";"CONSORCIO FUNDACAO GETULIO VARGAS-DAL POZZO-FACCIO";"45.946.489/0001-27";"FACCIO ARQUITETURA S/S LTDA";"00.286.988/0001-05";"Não";"0,31"
"CRECHES RECIFE";"MUNICIPIO DO RECIFE";"Municipal";"4400004940,0";"0038/2022";"2022-03-21";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004940.zip";"Serviço Único";"Serviços técnicos especializados necessários à estruturação de projeto de parceria do MUNICÍPIO de Recife com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 44 (quarenta e quatro) NOVAS UNIDADES EDUCACIONAIS, por meio do regime de concessão administrativa (“PPP Administrativa”)";"1597889,97";"2025-07-20";"CONSORCIO FUNDACAO GETULIO VARGAS-DAL POZZO-FACCIO";"45.946.489/0001-27";"FUNDACAO GETULIO VARGAS";"33.641.663/0001-44";"Sim";"0,54"
"CRECHES TERESINA";"MUNICIPIO DE TERESINA";"Municipal";"4400004572,0";"0221/2020";"2020-10-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004572.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto de parceria do município de Teresina com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 40 (quarenta) NOVAS Unidades educacionais, por meio do regime de concessão administrativa (“PPP Administrativa”), instituído pela Lei Federal nº 11.079/2004, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"3075417,13";"2022-12-21";"CONSORCIO EDUCAR AEM";"40.977.012/0001-95";"EGIS - ENGENHARIA E CONSULTORIA LTDA.";"44.239.135/0005-03";"Não";"0,4844"
"CRECHES TERESINA";"MUNICIPIO DE TERESINA";"Municipal";"4400004572,0";"0221/2020";"2020-10-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004572.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto de parceria do município de Teresina com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 40 (quarenta) NOVAS Unidades educacionais, por meio do regime de concessão administrativa (“PPP Administrativa”), instituído pela Lei Federal nº 11.079/2004, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"3075417,13";"2022-12-21";"CONSORCIO EDUCAR AEM";"40.977.012/0001-95";"MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS";"03.706.936/0001-20";"Não";"0,1788"
"CRECHES TERESINA";"MUNICIPIO DE TERESINA";"Municipal";"4400004572,0";"0221/2020";"2020-10-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004572.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto de parceria do município de Teresina com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de até 40 (quarenta) NOVAS Unidades educacionais, por meio do regime de concessão administrativa (“PPP Administrativa”), instituído pela Lei Federal nº 11.079/2004, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"3075417,13";"2022-12-21";"CONSORCIO EDUCAR AEM";"40.977.012/0001-95";"ACCENTURE DO BRASIL LTDA";"96.534.094/0001-58";"Sim";"0,3368"
"CURITIBA IP";"MUNICIPIO DE CURITIBA";"Municipal";"4400003492,0";"0421/2018";"2018-10-31";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003492.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.";"3349990,48";"2023-04-30";"CONSORCIO ACCENTURE-MOYSES & PIRES";"31.789.304/0001-03";"MOYSES & PIRES SOCIEDADE DE ADVOGADOS";"19.453.651/0001-65";"Não";"0,25"
"CURITIBA IP";"MUNICIPIO DE CURITIBA";"Municipal";"4400003492,0";"0421/2018";"2018-10-31";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003492.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.";"3349990,48";"2023-04-30";"CONSORCIO ACCENTURE-MOYSES & PIRES";"31.789.304/0001-03";"ACCENTURE DO BRASIL LTDA";"96.534.094/0001-58";"Sim";"0,75"
"DATAPREV (Cancelado)";"MINISTERIO DA FAZENDA";"Federal";"4400004453,0";"0263/2020";"2021-01-04";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004453.zip";"Serviço C";"Prestação de serviços necessários para a realização de estudo de mercado, diagnóstico setorial nacional e internacional, estudo regulatório, proposição de alternativas de desestatização, modelagem da desestatização e outros serviços profissionais especializados necessários à estruturação e à implementação dos processos de desestatização do Serviço Federal de Processamento de Dados – SERPRO e da Empresa de Tecnologia e Informações da Previdência – DATAPREV (“SERVIÇO C”).";"8741416,55";"2024-01-03";"CONSORCIO DADOS BR";"41.520.062/0001-01";"BURSON COHN & WOLFE COMUNICACAO LTDA";"48.086.466/0001-88";"Não";"0,0483"
"DATAPREV (Cancelado)";"MINISTERIO DA FAZENDA";"Federal";"4400004453,0";"0263/2020";"2021-01-04";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004453.zip";"Serviço C";"Prestação de serviços necessários para a realização de estudo de mercado, diagnóstico setorial nacional e internacional, estudo regulatório, proposição de alternativas de desestatização, modelagem da desestatização e outros serviços profissionais especializados necessários à estruturação e à implementação dos processos de desestatização do Serviço Federal de Processamento de Dados – SERPRO e da Empresa de Tecnologia e Informações da Previdência – DATAPREV (“SERVIÇO C”).";"8741416,55";"2024-01-03";"CONSORCIO DADOS BR";"41.520.062/0001-01";"MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS";"03.706.936/0001-20";"Não";"0,2267"
"DATAPREV (Cancelado)";"MINISTERIO DA FAZENDA";"Federal";"4400004453,0";"0263/2020";"2021-01-04";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004453.zip";"Serviço C";"Prestação de serviços necessários para a realização de estudo de mercado, diagnóstico setorial nacional e internacional, estudo regulatório, proposição de alternativas de desestatização, modelagem da desestatização e outros serviços profissionais especializados necessários à estruturação e à implementação dos processos de desestatização do Serviço Federal de Processamento de Dados – SERPRO e da Empresa de Tecnologia e Informações da Previdência – DATAPREV (“SERVIÇO C”).";"8741416,55";"2024-01-03";"CONSORCIO DADOS BR";"41.520.062/0001-01";"ACCENTURE DO BRASIL LTDA";"96.534.094/0001-58";"Sim";"0,7249"
"DATAPREV (Cancelado)";"MINISTERIO DA FAZENDA";"Federal";"4400004530,0";"0021/2021";"2021-04-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004530.zip";"Serviço B";"Contratação de serviços necessários para a realização dos estudos relativos à desestatização do Serpro e da Dataprev - Serviço B.";"3798000,0";"2024-01-02";"CONSORCIO GRANT THORNTON VR";"41.356.918/0001-55";"VIEIRA, REZENDE E GUERREIRO ADVOGADOS";"00.641.556/0001-67";"Não";"0,2536"
"DATAPREV (Cancelado)";"MINISTERIO DA FAZENDA";"Federal";"4400004530,0";"0021/2021";"2021-04-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004530.zip";"Serviço B";"Contratação de serviços necessários para a realização dos estudos relativos à desestatização do Serpro e da Dataprev - Serviço B.";"3798000,0";"2024-01-02";"CONSORCIO GRANT THORNTON VR";"41.356.918/0001-55";"GRANT THORNTON AUDITORIA E CONSULTORIA LTDA.";"13.045.248/0001-10";"Sim";"0,7464"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002422,0";"0027/2017";"2017-02-14";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002422.zip";"Serviço A";"CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS PARA A DESESTATIZAÇÃO DAS SEGUINTES EMPRESAS: CEPISA, CEAL, ELETROACRE, CERON, BOA VISTA ENERGIA, AMAZONAS ENERGIA, CONFORME AS ESPECIFICAÇÕES DO EDITAL E DE SEUS ANEXOS.";"2229000,03";"2019-02-13";"CERES INTELIGENCIA FINANCEIRA LTDA";"05.097.487/0001-96";"CERES INTELIGENCIA FINANCEIRA LTDA";"05.097.487/0001-96";"Não";"1,0"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002423,0";"0028/2017";"2017-02-14";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002423.zip";"Serviço B";"CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS PARA A DESESTATIZAÇÃO DAS SEGUINTES EMPRESAS: CEPISA, CEAL, ELETROACRE, CERON, BOA VISTA ENERGIA, AMAZONAS ENERGIA, CONFORME AS ESPECIFICAÇÕES DO EDITAL E DE SEUS ANEXOS.";"17949570,76";"2020-02-13";"CONSORCIO MAIS ENERGIA B";"26.960.296/0001-86";"LOESER, BLANCHET E HADAD ADVOGADOS";"60.527.520/0001-89";"Não";"0,2"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002423,0";"0028/2017";"2017-02-14";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002423.zip";"Serviço B";"CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS PARA A DESESTATIZAÇÃO DAS SEGUINTES EMPRESAS: CEPISA, CEAL, ELETROACRE, CERON, BOA VISTA ENERGIA, AMAZONAS ENERGIA, CONFORME AS ESPECIFICAÇÕES DO EDITAL E DE SEUS ANEXOS.";"17949570,76";"2020-02-13";"CONSORCIO MAIS ENERGIA B";"26.960.296/0001-86";"PRICEWATERHOUSECOOPERS SERVICOS PROFISSIONAIS LTDA.";"02.646.397/0001-19";"Não";"0,205"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002423,0";"0028/2017";"2017-02-14";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002423.zip";"Serviço B";"CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS PARA A DESESTATIZAÇÃO DAS SEGUINTES EMPRESAS: CEPISA, CEAL, ELETROACRE, CERON, BOA VISTA ENERGIA, AMAZONAS ENERGIA, CONFORME AS ESPECIFICAÇÕES DO EDITAL E DE SEUS ANEXOS.";"17949570,76";"2020-02-13";"CONSORCIO MAIS ENERGIA B";"26.960.296/0001-86";"SIGLASUL CONSULTORIA LTDA";"05.396.538/0001-80";"Não";"0,115"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002423,0";"0028/2017";"2017-02-14";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002423.zip";"Serviço B";"CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS PARA A DESESTATIZAÇÃO DAS SEGUINTES EMPRESAS: CEPISA, CEAL, ELETROACRE, CERON, BOA VISTA ENERGIA, AMAZONAS ENERGIA, CONFORME AS ESPECIFICAÇÕES DO EDITAL E DE SEUS ANEXOS.";"17949570,76";"2020-02-13";"CONSORCIO MAIS ENERGIA B";"26.960.296/0001-86";"PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA";"05.487.514/0001-37";"Sim";"0,48"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400002703,0";"0288/2017";"2017-07-04";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002703.zip";"Auditoria";"SERVIÇO DE AUDITORIA DO PROCESSO DE DESESTATIZAÇÃO";"1254363,42";"2020-07-03";"LOUDON BLOMQUIST - AUDITORES INDEPENDENTES";"33.179.672/0001-65";"LOUDON BLOMQUIST - AUDITORES INDEPENDENTES";"33.179.672/0001-65";"Não";"1,0"
"DISTRIBUIDORAS FEDERALIZADAS (CEPISA, CEAL, CERON, ELETROACRE, AMAZONAS ENERGIA e BOA VISTA ENERGIA)";"MINISTERIO DA FAZENDA";"Federal";"4400003105,0";"0080/2018";"2018-04-04";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003105.zip";"Leilão";"Assessoria técnica especializada e apoio operacional e consultivo.";"1325691,31";"2020-04-03";"B3 S.A. - BRASIL, BOLSA, BALCAO";"09.346.601/0001-25";"B3 S.A. - BRASIL, BOLSA, BALCAO";"09.346.601/0001-25";"Não";"1,0"
"EDUCAÇÃO CAXIAS DO SUL";"MUNICIPIO DE CAXIAS DO SUL";"Municipal";"4400005321,0";"0013/2023";"2023-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005321.zip";"Serviço Único";"Prestação dos serviços necessários para apoiar a estruturação de projeto de parceria do Município de Caxias do Sul com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de unidades educacionais, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 10/2022.";"1674323,89";"2026-01-23";"CONSORCIO EDUCA MAIS CAXIAS";"50.051.987/0001-41";"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS";"19.222.619/0001-79";"Não";"0,3507"
"EDUCAÇÃO CAXIAS DO SUL";"MUNICIPIO DE CAXIAS DO SUL";"Municipal";"4400005321,0";"0013/2023";"2023-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005321.zip";"Serviço Único";"Prestação dos serviços necessários para apoiar a estruturação de projeto de parceria do Município de Caxias do Sul com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de unidades educacionais, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 10/2022.";"1674323,89";"2026-01-23";"CONSORCIO EDUCA MAIS CAXIAS";"50.051.987/0001-41";"TNS ARQUITETURA E DESIGN LTDA";"31.006.384/0001-83";"Não";"0,2364"
"EDUCAÇÃO CAXIAS DO SUL";"MUNICIPIO DE CAXIAS DO SUL";"Municipal";"4400005321,0";"0013/2023";"2023-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005321.zip";"Serviço Único";"Prestação dos serviços necessários para apoiar a estruturação de projeto de parceria do Município de Caxias do Sul com a iniciativa privada, destinado à construção, reconstrução, gestão, operação, conservação e manutenção de unidades educacionais, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 10/2022.";"1674323,89";"2026-01-23";"CONSORCIO EDUCA MAIS CAXIAS";"50.051.987/0001-41";"INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA";"30.711.044/0001-90";"Sim";"0,4129"
"EDUCAÇÃO MACEIÓ";"MUNICIPIO DE MACEIO";"Municipal";"4400006502,0";"0225/2025";"2025-06-20";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006502.zip";"Serviço Único";"Contratação, na modalidade “guarda-chuva”, de consultores para a prestação de serviços técnicos necessários à estruturação e modelagem de projetos de Parceria Público-Privada (PPP) em educação básica (serviços não pedagógicos).";"16748955,93";"2028-06-19";"CONSORCIO MARA";"60.954.391/0001-05";"ACROPOLE ARQUITETURA LTDA";"02.497.064/0001-75";"Não";"0,177"
"EDUCAÇÃO MACEIÓ";"MUNICIPIO DE MACEIO";"Municipal";"4400006502,0";"0225/2025";"2025-06-20";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006502.zip";"Serviço Único";"Contratação, na modalidade “guarda-chuva”, de consultores para a prestação de serviços técnicos necessários à estruturação e modelagem de projetos de Parceria Público-Privada (PPP) em educação básica (serviços não pedagógicos).";"16748955,93";"2028-06-19";"CONSORCIO MARA";"60.954.391/0001-05";"MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS";"03.706.936/0001-20";"Não";"0,2175"
"EDUCAÇÃO MACEIÓ";"MUNICIPIO DE MACEIO";"Municipal";"4400006502,0";"0225/2025";"2025-06-20";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006502.zip";"Serviço Único";"Contratação, na modalidade “guarda-chuva”, de consultores para a prestação de serviços técnicos necessários à estruturação e modelagem de projetos de Parceria Público-Privada (PPP) em educação básica (serviços não pedagógicos).";"16748955,93";"2028-06-19";"CONSORCIO MARA";"60.954.391/0001-05";"RADAR PPP LTDA";"20.159.727/0001-23";"Não";"0,2175"
"EDUCAÇÃO MACEIÓ";"MUNICIPIO DE MACEIO";"Municipal";"4400006502,0";"0225/2025";"2025-06-20";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006502.zip";"Serviço Único";"Contratação, na modalidade “guarda-chuva”, de consultores para a prestação de serviços técnicos necessários à estruturação e modelagem de projetos de Parceria Público-Privada (PPP) em educação básica (serviços não pedagógicos).";"16748955,93";"2028-06-19";"CONSORCIO MARA";"60.954.391/0001-05";"ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA LTDA.";"28.092.933/0001-75";"Sim";"0,38799999999999996"
"EDUCAÇÃO MG";"ESTADO DE MINAS GERAIS";"Estadual";"4400005956,0";"0189/2024";"2024-06-06";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005956.zip";"Serviço Único";"Estudos técnicos necessários para a estruturação de Parceria Público-Privada (PPP) do Estado de Minas Gerais, visando à construção, reforma, conservação, operação, gestão e manutenção de até 123 (cento e vinte e três) unidades educacionais.";"6622500,0";"2027-06-05";"CONSORCIO EY/MANESCO/EGIS";"55.964.344/0001-02";"EGIS - ENGENHARIA E CONSULTORIA LTDA.";"44.239.135/0005-03";"Não";"0,40880000000000005"
"EDUCAÇÃO MG";"ESTADO DE MINAS GERAIS";"Estadual";"4400005956,0";"0189/2024";"2024-06-06";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005956.zip";"Serviço Único";"Estudos técnicos necessários para a estruturação de Parceria Público-Privada (PPP) do Estado de Minas Gerais, visando à construção, reforma, conservação, operação, gestão e manutenção de até 123 (cento e vinte e três) unidades educacionais.";"6622500,0";"2027-06-05";"CONSORCIO EY/MANESCO/EGIS";"55.964.344/0001-02";"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.";"66.865.965/0001-55";"Não";"0,21739999999999998"
"EDUCAÇÃO MG";"ESTADO DE MINAS GERAIS";"Estadual";"4400005956,0";"0189/2024";"2024-06-06";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005956.zip";"Serviço Único";"Estudos técnicos necessários para a estruturação de Parceria Público-Privada (PPP) do Estado de Minas Gerais, visando à construção, reforma, conservação, operação, gestão e manutenção de até 123 (cento e vinte e três) unidades educacionais.";"6622500,0";"2027-06-05";"CONSORCIO EY/MANESCO/EGIS";"55.964.344/0001-02";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,3737"
