nome_projeto;cliente;esfera_cliente;numero_srm;numero_ocs;data_de_assinatura;compartilhado;link_projeto;servico_contratado;objeto;valor_global_contrato_reais;fim_vigencia;consorcio;cnpj_consorcio;empresa;cnpj_empresa;lider_consorcio;pp_consorcio;valor_recebido_por_empresa
CBTU NATAL;MINISTERIO DA FAZENDA;Federal;4400004566,0;0048/2021;2021-06-25;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004566.zip;Serviço D;Serviço especializado em avaliação contábil para fins de reestruturação societária da Companhia Brasileira de Trens Urbanos – CBTU, no âmbito do Programa Nacional de Desestatização - PND e do Programa de Parcerias de Investimentos – PPI, denominado “SERVIÇO D”;509793,33;2026-06-24;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;Sim;1,0;509793,33
CBTU NATAL;MINISTERIO DA FAZENDA;Federal;4400004906,0;0023/2022;2022-02-10;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004906.zip;Auditoria;serviços de auditoria externa independente para o projeto de desestatização da Companhia Brasileira de Trens Urbanos – CBTU e da Empresa de Trens Urbanos de Porto Alegre – TRENSURB // RFP 30/2021 AED/BNDES;1599994,17;2027-06-09;LOUDON BLOMQUIST - AUDITORES INDEPENDENTES;33.179.672/0004-08;LOUDON BLOMQUIST - AUDITORES INDEPENDENTES;33.179.672/0001-65;Sim;1,0;1599994,17
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004215,0;0078/2020;2020-03-16;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004215.zip;Serviço A;Contratação de serviços necessários para a realização de estudos para a desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária, denominados SERVIÇO A.;500000,0;2025-03-11;CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.;07.037.932/0001-58;CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.;07.037.932/0001-58;Sim;1,0;500000,0
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004281,0;0132/2020;2020-06-12;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004281.zip;Serviço C;Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.;603390,34;2023-06-11;TYLIN BRAZIL LTDA;65.518.540/0001-07;TYLIN BRAZIL LTDA;65.518.540/0001-07;Sim;1,0;603390,34
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004369,0;0077/2020;2020-03-16;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip;Serviço B;Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].;9809570,1;2026-09-10;CONSORCIO EY / TAUIL & CHEQUER-CBTU;38.075.220/0001-57;TAUIL E CHEQUER ADVOGADOS;68.809.318/0001-51;Não;0,29;2844775,329
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004369,0;0077/2020;2020-03-16;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip;Serviço B;Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].;9809570,1;2026-09-10;CONSORCIO EY / TAUIL & CHEQUER-CBTU;38.075.220/0001-57;ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA;59.527.788/0001-31;Sim;0,71;6964794,771
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004519,0;0132/2020;2020-06-12;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip;Serviço C;Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.;22467261,86;2027-06-11;CONSORCIO GPO - SYSTRA - CESCON - RHEIN;37.783.469/0001-54;CESCON, BARRIEU, FLESCH & BARRETO SOCIEDADE DE ADVOGADOS;02.520.543/0001-65;Não;0,03;674017,8557999999
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004519,0;0132/2020;2020-06-12;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip;Serviço C;Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.;22467261,86;2027-06-11;CONSORCIO GPO - SYSTRA - CESCON - RHEIN;37.783.469/0001-54;RHEIN SCHIRATO, MEIRELES SOCIEDADE DE ADVOGADOS;16.721.366/0001-90;Não;0,05;1123363,093
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004519,0;0132/2020;2020-06-12;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip;Serviço C;Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.;22467261,86;2027-06-11;CONSORCIO GPO - SYSTRA - CESCON - RHEIN;37.783.469/0001-54;SYSTRA ENGENHARIA E CONSULTORIA LTDA;52.635.422/0001-37;Não;0,3;6740178,557999999
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004519,0;0132/2020;2020-06-12;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip;Serviço C;Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.;22467261,86;2027-06-11;CONSORCIO GPO - SYSTRA - CESCON - RHEIN;37.783.469/0001-54;TYLIN BRAZIL LTDA;65.518.540/0001-07;Sim;0,62;13929702,3532
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004566,0;0048/2021;2021-06-25;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004566.zip;Serviço D;Serviço especializado em avaliação contábil para fins de reestruturação societária da Companhia Brasileira de Trens Urbanos – CBTU, no âmbito do Programa Nacional de Desestatização - PND e do Programa de Parcerias de Investimentos – PPI, denominado “SERVIÇO D”;509793,33;2026-06-24;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;Sim;1,0;509793,33
CBTU RECIFE;MINISTERIO DA FAZENDA;Federal;4400004906,0;0023/2022;2022-02-10;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004906.zip;Auditoria;serviços de auditoria externa independente para o projeto de desestatização da Companhia Brasileira de Trens Urbanos – CBTU e da Empresa de Trens Urbanos de Porto Alegre – TRENSURB // RFP 30/2021 AED/BNDES;1599994,17;2027-06-09;LOUDON BLOMQUIST - AUDITORES INDEPENDENTES;33.179.672/0004-08;LOUDON BLOMQUIST - AUDITORES INDEPENDENTES;33.179.672/0001-65;Sim;1,0;1599994,17
CEA;ESTADO DO AMAPA;Estadual;4400003596,0;0515/2018;2019-01-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003596.zip;Serviço A;Contratação de serviços necessários para a licitação da concessão de distribuição de energia elétrica no Estado do Amapá, associada à transferência de controle da COMPANHIA DE ELETRICIDADE DO AMAPÁ – CEA, denominados SERVIÇO A, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 43/2018 - BNDES) e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.;228952,9;2022-01-15;INVESTOR CONSULTING PARTNERS CONSULTORIA LTDA.;13.711.795/0001-98;INVESTOR CONSULTING PARTNERS CONSULTORIA LTDA.;13.711.795/0001-98;Não;1,0;228952,9
CEA;ESTADO DO AMAPA;Estadual;4400003597,0;0516/2018;2019-01-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003597.zip;Serviço B;Contratação de serviços necessários para a licitação da concessão de distribuição de energia elétrica no Estado do Amapá, associada à transferência de controle da COMPANHIA DE ELETRICIDADE DO AMAPÁ – CEA, denominados SERVIÇO B, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 43/2018 - BNDES) e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.;2352767,03;2022-01-15;CONSORCIO PROJETO NOVA CEA BRASIL;32.294.727/0001-15;FIALHO, CANABRAVA, ANDRADE, SALLES ADVOGADOS;02.911.978/0001-30;Não;0,3;705830,1089999999
CEA;ESTADO DO AMAPA;Estadual;4400003597,0;0516/2018;2019-01-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003597.zip;Serviço B;Contratação de serviços necessários para a licitação da concessão de distribuição de energia elétrica no Estado do Amapá, associada à transferência de controle da COMPANHIA DE ELETRICIDADE DO AMAPÁ – CEA, denominados SERVIÇO B, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 43/2018 - BNDES) e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I e II deste Contrato.;2352767,03;2022-01-15;CONSORCIO PROJETO NOVA CEA BRASIL;32.294.727/0001-15;DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA.;02.189.924/0001-03;Sim;0,7;1646936,9209999999
CEA;ESTADO DO AMAPA;Estadual;4400004374,0;0224/2020;2021-03-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004374.zip;Auditoria;Contratação de prestação de serviços de auditoria externa independente, abrangendo o acompanhamento e a fiscalização do processo de desestatização da Companhia de Eletricidade do Amapá – CEA, até seu encerramento, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 35/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.;158500,0;2024-03-15;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;Não;1,0;158500,0
CEA;ESTADO DO AMAPA;Estadual;4400004590,0;0062/2021;2021-04-28;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004590.zip;Leilão;Serviços especializados de assessoria técnica e apoio operacional, relativos aos procedimentos necessários à alienação de ações emitidas pela CEA, incluídos em tais procedimentos o depósito exclusivo junto à B3 até que ocorra a liquidação da totalidade das ações objeto da Alienação, bem como os serviços referentes à referida liquidação.;314950,96;2023-04-27;B3 S.A. - BRASIL, BOLSA, BALCAO;09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCAO;09.346.601/0001-25;Não;1,0;314950,96
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004222,0;0074/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004222.zip;Serviço B;Contratação de serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO B].;1663707,84;2023-03-10;CERES INTELIGENCIA FINANCEIRA LTDA;05.097.487/0001-96;CERES INTELIGENCIA FINANCEIRA LTDA;05.097.487/0001-96;Não;1,0;1663707,84
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;AVAL SERVICOS DE ENGENHARIA E CONSULTORIA LTDA;40.206.567/0001-33;Não;0,37;1035249,0295000001
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;G5 PARTNERS CONSULTORIA E PARTICIPACOES LTDA.;08.696.063/0001-36;Não;0,41;1147167,8435
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;TAUIL E CHEQUER ADVOGADOS;68.809.318/0001-51;Não;0,09;251817,3315
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;HOUER CONSULTORIA E CONCESSOES LTDA;22.111.570/0001-91;Sim;0,13;363736,14550000004
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;PAPI, MAXIMIANO, KAWASAKI E ADVOGADOS ASSOCIADOS;03.834.440/0001-32;Não;0,2;373809,99
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;VIEIRA, REZENDE E GUERREIRO ADVOGADOS;00.641.556/0001-67;Não;0,3;560714,985
CEAGESP;MINISTERIO DA FAZENDA;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;BANCO GENIAL S.A.;45.246.410/0001-55;Sim;0,5;934524,975
CEARÁ - SANEAMENTO;ESTADO DO CEARA;Estadual;4400002709,0;0299/2017;2017-06-29;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002709.zip;Serviço Único;CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA A ESTRUTURAÇÃO DE PROJETOS DE PARTICIPAÇÃO PRIVADA, VISANDO A UNIVERSALIZAÇÃO DOS SERVIÇOS DE FORNECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO RELATIVAMENTE AO ESTADO DO CEARÁ E A COMPANHIA DE AGUA E ESGOTO DO CEARA - CE;4930361,29;2022-06-28;CONSORCIO ACQUA;27.548.803/0001-31;AECOM DO BRASIL LTDA.;02.739.256/0001-40;Não;0,4711;2322693,2037190003
CEARÁ - SANEAMENTO;ESTADO DO CEARA;Estadual;4400002709,0;0299/2017;2017-06-29;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002709.zip;Serviço Único;CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA A ESTRUTURAÇÃO DE PROJETOS DE PARTICIPAÇÃO PRIVADA, VISANDO A UNIVERSALIZAÇÃO DOS SERVIÇOS DE FORNECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO RELATIVAMENTE AO ESTADO DO CEARÁ E A COMPANHIA DE AGUA E ESGOTO DO CEARA - CE;4930361,29;2022-06-28;CONSORCIO ACQUA;27.548.803/0001-31;AZEVEDO SETTE ADVOGADOS;65.174.088/0001-03;Não;0,1542;760261,710918
CEARÁ - SANEAMENTO;ESTADO DO CEARA;Estadual;4400002709,0;0299/2017;2017-06-29;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400002709.zip;Serviço Único;CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA A ESTRUTURAÇÃO DE PROJETOS DE PARTICIPAÇÃO PRIVADA, VISANDO A UNIVERSALIZAÇÃO DOS SERVIÇOS DE FORNECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO RELATIVAMENTE AO ESTADO DO CEARÁ E A COMPANHIA DE AGUA E ESGOTO DO CEARA - CE;4930361,29;2022-06-28;CONSORCIO ACQUA;27.548.803/0001-31;BF CAPITAL ASSESSORIA EM OPERACOES FINANCEIRAS LTDA.;14.629.882/0001-63;Sim;0,3747;1847406,375363
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004222,0;0074/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004222.zip;Serviço B;Contratação de serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO B].;1663707,84;2023-03-10;CERES INTELIGENCIA FINANCEIRA LTDA;05.097.487/0001-96;CERES INTELIGENCIA FINANCEIRA LTDA;05.097.487/0001-96;Não;1,0;1663707,84
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;AVAL SERVICOS DE ENGENHARIA E CONSULTORIA LTDA;40.206.567/0001-33;Não;0,37;1035249,0295000001
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;G5 PARTNERS CONSULTORIA E PARTICIPACOES LTDA.;08.696.063/0001-36;Não;0,41;1147167,8435
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;TAUIL E CHEQUER ADVOGADOS;68.809.318/0001-51;Não;0,09;251817,3315
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004432,0;0072/2020;2020-03-11;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004432.zip;Serviço A;Serviços técnicos necessários para a estruturação de projetos relativos à desestatização da Companhia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A – CEASAMINAS, [SERVIÇO A].;2797970,35;2023-03-10;CONSORCIO HOUER/ TAUIL/ AMARAL D/ G5;36.833.497/0001-76;HOUER CONSULTORIA E CONCESSOES LTDA;22.111.570/0001-91;Sim;0,13;363736,14550000004
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;PAPI, MAXIMIANO, KAWASAKI E ADVOGADOS ASSOCIADOS;03.834.440/0001-32;Não;0,2;373809,99
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;VIEIRA, REZENDE E GUERREIRO ADVOGADOS;00.641.556/0001-67;Não;0,3;560714,985
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004545,0;0139/2020;2020-07-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004545.zip;Serviço C;Contratação dos serviços técnicos especializados para modelagens e execução de desestatização ('Serviço C') da Cia de Entrepostos e Armazéns Gerais de São Paulo - CEAGESP e das Centrais de Abastecimento de Minas Gerais S/A. – Ceasa Minas.;1869049,95;2023-07-01;CONSORCIOS BENITAKA;37.870.068/0001-31;BANCO GENIAL S.A.;45.246.410/0001-55;Sim;0,5;934524,975
CEASAMINAS;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Federal;4400004735,0;0193/2021;2021-09-10;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004735.zip;Auditoria;Serviços de Auditoria Externa do Processo de Desestatização da Ceasaminas – Centrais de Abastecimento de Minas Gerais.;114379,42;2024-09-09;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;13.098.174/0001-80;Sim;1,0;114379,42
CEB - DESESTATIZAÇÃO;DISTRITO FEDERAL;Estadual;4400004327,0;0180/2020;2020-08-31;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004327.zip;Auditoria;Serviços de auditoria externa independente, abrangendo o acompanhamento e a fiscalização do processo de desestatização da CEB Distribuição S.A., subsidiária da Companhia Energética de Brasília.;165000,0;2023-08-30;AUDILINK & CIA. AUDITORES;02.163.575/0012-03;AUDILINK & CIA. AUDITORES;02.163.575/0001-50;Não;1,0;165000,0
CEB - DESESTATIZAÇÃO;DISTRITO FEDERAL;Estadual;4400004349,0;0204/2020;2020-10-02;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004349.zip;Leilão;Serviços especializados de assessoria técnica e apoio operacional (“SERVIÇO”), relativos aos procedimentos necessários à alienação de ações detidas pela CEB Holding (“ENTE LICITANTE”) na CEB-D (“PROJETO”), incluídos em tais procedimentos o depósito exclusivo junto à B3 até que ocorra a liquidação da totalidade das ações objeto da Alienação, bem como os serviços referentes à referida liquidação.;381500,37;2022-09-28;B3 S.A. - BRASIL, BOLSA, BALCAO;09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCAO;09.346.601/0001-25;Não;1,0;381500,37
CEB - DESESTATIZAÇÃO;DISTRITO FEDERAL;Estadual;4400004392,0;0010/2020;2020-01-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004392.zip;Serviço A;Prestação de serviços necessários para a desestatização da CEB DISTRIBUIÇÃO S.A., detentora do contrato de concessão de serviço público de distribuição de energia elétrica no âmbito do Distrito Federal [SERVIÇO A].;139999,0;2023-01-23;CONSORCIO BR/LMDM POWER;36.076.021/0001-38;L.M.D.M. - CONSULTORIA EMPRESARIAL LTDA;11.985.753/0001-10;Não;0,5;69999,5
CEB - DESESTATIZAÇÃO;DISTRITO FEDERAL;Estadual;4400004392,0;0010/2020;2020-01-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004392.zip;Serviço A;Prestação de serviços necessários para a desestatização da CEB DISTRIBUIÇÃO S.A., detentora do contrato de concessão de serviço público de distribuição de energia elétrica no âmbito do Distrito Federal [SERVIÇO A].;139999,0;2023-01-23;CONSORCIO BR/LMDM POWER;36.076.021/0001-38;BR PARTNERS ASSESSORIA FINANCEIRA LTDA.;10.487.157/0001-47;Sim;0,5;69999,5
